,tokens,text
38360,check out what would happen if solar have the same subsidy as fossil fuel harvestsomesun companyreference hyperlink,"CHECK OUT WHAT WOULD HAPPEN IF SOLAR HAD THE SAME SUBSIDIES AS FOSSIL FUELS... #harvestsomesun #SunHarvestSolar

http://t.co/4rjH7Oxy4m"
38370,matt savage of companyreference visit kusi 's cityname make cityname proud to answer some viewer hyperlink,"Matt Savage of Solar Alliance of America visited KUSI's San Diego Made, San Diego Proud to answer some viewer... http://t.co/z3iFZgpkCC"
38377,solar power be set to become the second most important energy source for the u s by hyperlink hyperlink,Solar power is set to become the second most important energy source for the U.S. by 2040. http://t.co/R1JLXFtVhX http://t.co/MrjYO4HNfd
38378,what if superman 's energy come from solar power physic geek calculate the solar efficiency of superman hyperlink,What if Superman's energy came from solar power?...Physics geeks calculate the solar efficiency of Superman http://t.co/MR9t7hllZw
38379,power company see those silicon panel as nothing short of an existential threat hyperlink solar savethepolarbears,power companies see those silicon panels as nothing short of an existential threat. http://t.co/R2veEbTU3Y #solar #savethepolarbears
38403,rt @micke ficke thank you @companyreference my first megawatt hour hyperlink,RT @Micke_Ficke: Thank you @solarcity my first megawatt hour!! http://t.co/T9E54QplF1
38405,rt @louisgray this month 's pg amp e bill $ a new low even during a heat wave with constant air conditioning thanks @companyreference hyperlink,"RT @louisgray: This month's PG&amp;E bill: $22.39, a new low, even during a heat wave with constant air conditioning! Thanks @Sunrun! http://t."
38411,this be our monthly shout out to say thanks for follow rec solar have any question about commercial solar please let us know,"This is our monthly shout out to say thanks for following REC Solar! Have any questions about commercial solar, please let us know!"
38412,check out this article about opportunity with electricity harvestsomesun companyreference hyperlink,"Check out this article about opportunities with electricity...
#harvestsomesun #SunHarvestSolar http://t.co/eL6oh1xzPV"
38421,before panel there come the solar cell thanks to inventor charles fritts tbt source hyperlink hyperlink,"Before panels, there came the #solar cell, thanks to inventor Charles Fritts. #tbt (source: http://t.co/MnangWEcxZ) http://t.co/VRN3XqGRLC"
38432,datereference feature solar installation laguna hill statename companyreference hyperlink,"August 8, 2014 Featured Solar Installation: Laguna Hills, CA - Solar Alliance of America http://t.co/WKdPtbGarz"
38447,rt @brokeassgourmet some sweet love for my blog and for @youngandhungry thanks @completesolar hyperlink,"RT @BrokeAssGourmet: Some sweet love for my blog, and for @YoungandHungry! Thanks @CompleteSolar!! http://t.co/PTszdbGSj9"
38452,hip hip can not wait statename @votesolar hooray @companyreference support us amp celebrate w us at equinox east in cityname hyperlink,Hip hip! Can't wait. MT @votesolar Hooray @sungevity! Supporting us &amp; celebrating w/ us at Equinox East in NYC 9/18 http://t.co/BskRpJdPT0
38453,usermention @solarfr @votesolar @sunpower we datereference compete but we know when to set aside our difference for a common cause such as beer,"@JimmyJMaez @SolarFred @votesolar @SunPower We may compete, but we know when to set aside our differences for a common cause. Such as beer."
38464,rt @mieshelley i just watch my meter turn backwards twice the pace of forward @companyreference instal in hr exciting,RT @mieshelley: I just watched my meter turn BACKWARDS twice the pace of forwards - @solarcity installed in 2.5 hrs! Exciting!!
38466,china install equivalent of australia 's total solar capacity in month hyperlink when it come to just do it china win,"China Installs Equivalent of Australia's Total Solar Capacity in 6 Months http://t.co/C4HvIr63vI When it comes to ""Just do it,"" China wins."
38470,do you know hybrid amp solar installs have see double digit growth in the us over past decade @nasdaq @companyreference hyperlink,Did you know? Hybrids &amp; solar installs have seen double-digit growth in the US over past decade @NASDAQ + @SolarCity http://t.co/puXAPxvlYS
38508,check out this article for news on what happen with solar in china harvestsomesun companyreference hyperlink,"Check out this article for news on whats happening with solar in China.. #harvestsomesun #SunHarvestSolar

http://t.co/NHQ20j2ZFL"
38517,rt @nvdc rooftop solar all but impossible in statename other sunny state utility fear competition @companyreference seek change hyperlink,"RT @NVDC123: Rooftop #solar all but impossible in FL, other sunny states. Utilities fear competition. .@Sunrun seeks 2 change http://t.co/z"
38524,rt @solarkathiez nice profile of a female solar installer at @companyreference hyperlink,RT @SolarKathieZ: Nice profile of a female #solar installer at @SolarCity http://t.co/3lmPxSsnml
38540,congratulation to kevin bauer on his recent appointment to president of companyreference hyperlink,Congratulations to Kevin Bauer on his recent appointment to President of American Solar Direct!  http://t.co/5WV2grxYCG
38545,statename make it easy for connect solar system to the grid hyperlink big win for small commercial system,Massachusetts makes it easier for connecting solar systems to the grid. http://t.co/H9I1YfzJGZ Big win for small commercial systems.
38546,a solar power portable generator be the perfect companion for trip into the wilderness hyperlink portablegenerator,A #solar-powered portable generator is the perfect companion for trips into the wilderness http://t.co/zcZF6vtJqh #portablegenerator
38549,datereference feature solar installation santee statename companyreference hyperlink,"August 12, 2014 Featured Solar Installation: Santee, CA - Solar Alliance of America http://t.co/iPczeFi08y"
38564,@solarmiketaylor thanks for the clarification mike wish they be treat equally community solar owner seem to be second class citzens,".@SolarMikeTaylor Thanks for the clarification, Mike. Wish they were treated equally. Community solar owners seem to be second class citzens"
38571,solar power world 's top commercial solar contractor hyperlink @recsolar rank at on the list,Solar Power World's 2014 Top 100 Commercial Solar Contractors http://t.co/X9chKKpt0k @RECSolar ranks at #11 on the list!
38574,meet companyreference the leader of solar installation energy save solution and custom greenbuilding in statename hyperlink,"Meet #Native. The leader of #solar installation, #energy saving solutions, and custom #greenbuilding in #Texas.  https://t.co/P6eEkkw8KX"
38587,the grand opening of cec 's st communitysolar array in statename will be wed at the crestwood country club wheeler st in rehoboth join us,The grand opening of CEC's 1st #CommunitySolar array in MA will be Weds at the Crestwood Country Club (90 Wheeler St.) in Rehoboth. Join us!
38611,introduce the one sure thing in vega the sun we 're excited to announce that companyreference be now in statename hyperlink,Introducing the one sure thing in Vegas: the sun. We're excited to announce that Sunrun is now in Nevada. https://t.co/btVRSAHNvu
38615,rt @votesolar more energy choice amp solar job come to statename @companyreference launch solar service in the silver state say that x fast hyperlink,RT @votesolar: More energy choice &amp; solar jobs coming to NV: @Sunrun launches solar service in the Silver State (say that 10x fast ) http:/
38616,how i go off grid with solar in statename hyperlink not commercial off grid but an interesting solar story,"How I Went Off-Grid With Solar in Hawaii http://t.co/zcsAtSwx9N Not commercial off-grid, but an interesting solar story."
38627,rt @sendeanheller welcome to the silver state @companyreference great news that this company be bring much need job to statename hyperlink,"RT @SenDeanHeller: Welcome to the Silver State, @SolarCity. Great news that this company is bringing much-needed jobs to NV. http://t.co/PT"
38640,nasdaq on tumblr companyreference semiconductor limit $ semi ring the hyperlink,NASDAQ on Tumblr  SunEdison Semiconductor Limited $SEMI rings the... http://t.co/DJB4MLXVAE
38648,rt @solarsitedesign germany add a lot of wind and solar power and its electric grid become more reliable thinkprogress hyperlink,"RT @SolarSiteDesign: Germany Added A Lot Of Wind And #Solar Power, And Its Electric Grid Became More Reliable | ThinkProgress http://t.co/5"
38649,we 're celebrate our lefty here at companyreference hq datereference your day be as smudge free as possible lefthandersday hyperlink,We're celebrating our lefties here at Sunrun HQ. May your day be as smudge-free as possible! #LeftHandersDay http://t.co/zHG01sVfJW
38665,today solar power plant be compete with fossil fuel on a cost per kw hr basis to provide energy to the grid hyperlink,"Today, solar power plants are competing with fossil fuels on a cost-per-kW-hr basis to provide energy to the grid. http://t.co/ZNR5T0P9NF"
38667,help make cityname the most solar community in america find out how much you can save by instal sunpower solar hyperlink,Help make Fresno the most solar community in America. Find out how much you can save by installing SunPower solar... http://t.co/AXu6elUlts
38690,as a business you can do big thing amp do them responsibly for the benefit of all have you look into become a @bcorporation bthechange,As a business you can do BIG things &amp; do them responsibly for the benefit of all. Have you looked into becoming a @BCorporation? #BTheChange
38694,thank you boles fire district for support solar energy and our company hyperlink,Thank you Boles Fire District for supporting solar energy and our company!  http://t.co/4Vk33GJFBS
38697,rt @carlsiegrist national solar carport market now great than state market probably combine hyperlink via @solar,"RT @CarlSiegrist: National #solar carport market now greater than 30-40 state markets, probably combined. http://t.co/LuSptbSMUp via @Solar"
38698,check out our late google post on our effort to help clean the hawaiian community after hurricane iselle hyperlink,Check out our latest Google+ post on our efforts to help clean the Hawaiian community after #Hurricane #Iselle https://t.co/snENG8s2Aj
38699,rt @solar quote rt @pvsolarreport record year for solar carport market with more to come say @gtmresearch hyperlink,"RT @solar_quotes: RT @PVSolarReport: Record year for #solar carport market, with more to come - says @GTMResearch http://t.co/WNaiSQ6xHX"
38701,thx rt @antennapr check out top contractor list congrats @recsolar for place th for commercial solar hyperlink,Thx! RT @AntennaPR: Check out Top 100 Contractors List! Congrats @RECSolar for placing 11th for commercial! #solar http://t.co/IFBkLiiojv
38705,didyouknow over two third of american want more choice in how they power their home @nasdaq @companyreference hyperlink,#DidYouKnow over two-thirds of Americans want more choice in how they power their homes. @NASDAQ + @SolarCity http://t.co/9NcffE56eZ
38711,do you know electricity be the third most steal commodity in the us right after car and jewelry hyperlink,"DID YOU KNOW... Electricity is the third most stolen commodity in the US, right after cars and jewelry???http://t.co/WCkGtaXfpM"
38713,rt @solarkathiez @companyreference bring affordable home solar service to statename hyperlink,RT @SolarKathieZ: . @sunrun Brings Affordable Home #Solar Service To Nevada http://t.co/iFKiPfwjuZ
38733,how be a story solar power generating duck help copenhagen become a carbon neutral city hyperlink,How is a 12-story #solar-power-generating duck helping Copenhagen become a carbon-neutral city? http://t.co/mxoWD7dGCC
38734,proud to be on the list again this year @solarpowerworld its awesome to see how many mw have be instal across all of these company,Proud to be on the list again this year @SolarPowerWorld! Its awesome to see how many MW have been installed across all of these companies!
38739,usermention you mean @recgroupmedia @recsolar be a u base commercial solar installation company not the pv manufacturer,"@varunav14 You meant @RECGroupMedia. 
@RECSolar is a U.S. based commercial solar installation company, not the PV manufacturer."
38758,check out this article statename be mention as be one of the best state harvestsomesun companyreference hyperlink,"Check out this article! Arizona is mentioned as being one of the best states #harvestsomesun #SunHarvestSolar

http://t.co/O0ZPL1qtiw"
38762,green alert a taxi company that run only on renewable energy via @fleetworldgroup a hyperlink hyperlink,#Green alert: A taxi company that runs only on #renewable #energy via @FleetWorldGroup -A http://t.co/xowWSgLJlA http://t.co/5JQXoWv1rQ
38768,if you 're a fan of communitysolar join our google community to share your idea news question and more hyperlink solar,"If you're a fan of #CommunitySolar, join our Google+ community to share your ideas, news, questions and more. http://t.co/E09soK1RJ4. #solar"
38772,check out mother earth news for some awesome article about renewable energy harvestsomesun with companyreference hyperlink,Check out MOTHER EARTH NEWS for some awesome articles about renewable energy! #harvestsomesun with #SunHarvestSolar http://t.co/5BnKK8NKdR
38775,check out this groovy video about solar racking harvestsomesun companyreference hyperlink,"Check out this ""groovy"" video about solar racking..
#harvestsomesun #SunHarvestSolar
 http://t.co/akDQ0FWULJ"
38779,usermention thanks for the recommendation fyi we 're no longer do residential solar but only commercial @companyreference buy resi div in datereference,"@ErshelyRaj Thanks for the recommendation! FYI, we're no longer doing residential solar, but only commercial. @SunRun bought resi div in Feb"
38788,it ' nationalwaterqualitymonth so gather up the family and volunteer to keep our community 's water clean hyperlink,It's #NationalWaterQualityMonth so gather up the family and volunteer to keep our community's water clean. http://t.co/Djc1bO42WR
38789,over the past few year solar panel system have become an affordable option for many homeowner as cost have decrease dramatically,"Over the past few years, solar panel systems have become an affordable option for many homeowners as cost have decreased dramatically...."
38790,rt @njdotcom statename be get $ m in sandy aid for ga station emergency generator hyperlink,RT @njdotcom  NJ is getting $2.5M in Sandy aid for gas station emergency generators. http://t.co/EfACglR1LP
38803,usermention thanks for follow @recsolar vikram let us know if you have any commercial solar question,"@VikramAggarwal Thanks for following @RECSolar, Vikram. Let us know if you have any commercial solar questions."
38821,rt @solarpowerworld the solar be here check them out hyperlink @that solar guy @companyreference solar,RT @SolarPowerWorld: The #Solar400 are here. Check them out! http://t.co/StbjRQQjjX @that_solar_guy @Skytech_Solar
38823,rt @jepson solar sexy say @mrsilverscott @mrdrewscott about @companyreference brilliantdesign hyperlink,"RT @Jepson: ""Solar sexy"" says @MrSilverScott  @MrDrewScott about @Sunrun #brilliantdesign http://t.co/Esi0k5Zys5"
38828,rt @jepson well that be quite the whirlwind thank you @companyreference @mrsilverscott amp @mrdrewscott for the tip and fun today brilliant,"RT @Jepson: Well.....THAT was quite the whirlwind! Thank you @Sunrun, @MrSilverScott, &amp; @MrDrewScott for the tips and fun today! #brilliant"
38841,gt rt @carlsiegrist @votesolar 's amazing annual party come east to cityname sept get equinoxeast tiickets today hyperlink,-&gt; RT @CarlSiegrist: @votesolar's amazing annual party coming east to NYC Sept. 18. Get #EquinoxEast tiickets today! http://t.co/7d3qwK1x09
38872,usermention power recently complete this kw solar system w @sunpow module and @sma america inverter hyperlink,@SullivanSolar Power recently completed this 7.6kW #solar system w/ 26 @SunPower modules and 2 @SMA_America inverters http://t.co/utnetN9S8s
38876,usermention jeff thanks for follow @recsolar let us know if you have any commercial solar question,"@homesbyjeff Jeff, thanks for following @RECSolar! Let us know if you have any commercial solar questions!"
38877,another grand opening will be hold from pm thurs to unveil two new communitysolar array in denver county n telluride st,Another grand opening will be held from 4-6 pm Thurs (8-21) to unveil two new #CommunitySolar arrays in #Denver County! 5050 N. Telluride St
38880,rt @marijkerowland my story video of @mrsilverscott amp @mrdrewscott visit hughson 's @jepson winner of a design consult from @companyreference h,"RT @marijkerowland: My story/videos of @MrSilverScott &amp; @MrDrewScott visiting Hughson's @Jepson, winner of a design consult from @Sunrun. h"
38889,interactive google map photo tour of sunpower by companyreference installation hyperlink,Interactive Google Map Photo Tour of SunPower by Green Convergence Installations! http://t.co/XxjhXx8tmw
38910,forget the pop up ad and the telemarketers if you 're think solar sunation be the only company to consider hyperlink,"""Forget the pop up ads and the telemarketers...if you're thinking #solar - SUNation is the ONLY company to consider"" https://t.co/RqF5e0FXHq"
38929,rt @solarworldusa congrats to solarworldsummit award winner @e solar @caribbeansolar @eaglepointsolar @companyreference @mtvsolar htt,RT @SolarWorldUSA: Congrats to #SolarWorldSummit2014 award winners! @E2Solar1 @caribbeansolar1 @EaglePointSolar @petersendean @MTVSolar htt
38963,on vacation and forget to program your thermostat with the icomfort statename fi you can manage the temp from anywhere hyperlink,On vacation and forgot to program your thermostat? With the iComfort Wi-Fi you can manage the temp from anywhere! http://t.co/ANj23w43sx
38974,glad we could help rt @nymichele @vivintsolar best solar energy company there be great customer service,Glad we could help! RT @NYMichele @VivintSolar Best solar energy company there is! Great customer service
38993,professional athletics pro solar waytogo harvestsomesun companyreference hyperlink,"Professional Athletics = Pro-Solar 
#waytogo #harvestsomesun #SunHarvestSolar 
http://t.co/U9hENfyX2Y"
38994,solarjam happy sunny day the beatles here come the sun hyperlink via @youtube,#solarjam  Happy #sunny day The Beatles- Here Comes The Sun: http://t.co/BYsDHwfZh0 via @YouTube
38999,rt @maryannehitt woah % of new energy on the us grid in datereference be renewable mostly wind and solar here come the sun hyperlink,"RT @maryannehitt: Woah - 100% of new energy on the US grid in July was renewable, mostly #wind and #solar. Here comes the sun! http://t.co/"
39022,we be honor to rank in the inc list in energy of fast grow private company in the us hyperlink,We were honored to rank #194 in the #Inc500 list (#11 in #Energy) of fastest-growing private companies in the US! http://t.co/bKFYX4Ach5
39026,look how far we have come with renewable energy in year hyperlink solar renewables,Look how far we've come with renewable energy in 9 years http://t.co/dBFeb78tLW #solar #renewables
39036,rt @ punny dem get my solar panel instal today pretty stoke solarpanels @companyreference cleanenergy reduce my carbonfootprint hyperlink,RT @1_punny_dem: Got my solar panels installed today. Pretty stoked #solarpanels @solarcity #CleanEnergy reducing my #carbonfootprint http:
39049,can not wait for the concert in the park this datereference visit the sunpower by companyreference booth and say hello hyperlink,Can't wait for the Concert in the Park this Saturday. Visit the SunPower by Green Convergence booth and say hello! http://t.co/cFfAviwJuA
39056,usermention thanks for the follow patrick let us know if you have any commercial utility solar q 's,"@PatReEnergy Thanks for the follow, Patrick! Let us know if you have any commercial/utility solar q's!"
39061,@bloombergnef actually @companyreference will be buy panel from @recgroupmedia @recsolar be a u s commercial utility solar installer,".@BloombergNEF, Actually, @SunRun will be buying panels from @RECGroupMedia. @RECSolar is a U.S. commercial/utility solar installer."
39065,in the past month more solar have be instal in the united state than in the prior yrs combine via @seia hyperlink,In the past 18 months more #solar has been installed in the United States than in the prior 30 yrs combined via @SEIA http://t.co/PcBlb6rZkw
39070,be not it crazy that almost half the us power come from coal literally from dinosaur climate jointhefuture dg,Isn't it crazy that almost half the US power comes from coal - literally FROM DINOSAURS #climate #jointhefuture DG
39084,we would like to extend a warm welcome to all of our new addition we have have installers join us plus nick hyperlink,We would like to extend a warm welcome to all of our new additions!  We've had 8 installers join us plus Nick... http://t.co/V4yon6N2QS
39113,our great amicus solar partner @suncommon @namastesolar @meridiansol @positiveesolar @companyreference @southern energy @sunsensesolar,Our great #Amicus #solar partners: @suncommon @NamasteSolar @MeridianSol @PositiveESolar @RevoluSun @Southern_Energy @SunsenseSolar
39115,ff it ' be a good week @solarpowerworld solar @hannahsolar @agtsolar @funsolar @standardsolar @companyreference hyperlink,#FF It's been a good week! @SolarPowerWorld #Solar400 @hannahsolar @agtsolar @FunSolar @StandardSolar @RevoluSun http://t.co/w7PwfBesbA
39131,rt @devalpatrick statename @masscec @companyreference to triple its statename wrkforce add cleanenergy job to the state grow industry maleads htt,"RT @DevalPatrick: MT @MassCEC: @solarcity to triple its #MA wrkforce, adding #cleanenergy jobs to the states growing industry. #maLeads htt"
39142,thousand of nevadan urge utility commission to stand strong for rooftop solar hyperlink,Thousands of Nevadans Urge Utilities Commission to Stand Strong for Rooftop #Solar http://t.co/Y1L4cWFvLC
39149,rt @grid a big thanks to employee volunteer from @companyreference solar that be bring solar to the yohannes family today hyperlink,RT @GRID: A big thanks to employee volunteers from @SunEdison_Solar that are bringing solar to the Yohannes family today! http://t.co/JNiAW
39154,rt @companyreference america 's great solar boom in encourage chart hyperlink via @fastcoexist hyperlink,RT @Sunrun: America's great #solar boom in 6 encouraging charts: http://t.co/T9JUTFDSha via @fastcoexist http://t.co/YFbg1Pk9gR
39171,check out this kw project complete by sunharvest solar at lake pleasant in statename harvestsomesun,Check out this 5kW project completed by SunHarvest Solar at Lake Pleasant in AZ! #harvestsomesun
39175,rt @seandowdall our victorian be go solar today by @companyreference @david landis hyperlink,RT @seandowdall: Our 1881 Victorian is going #solar today by @solarcity. @david_landis http://t.co/Fe5Eqy9Mtu
39177,solar continue to shine despite the odds all over the us check it out harvestsomesun companyreference hyperlink,"Solar continues to shine despite the odds all over the US! Check it out...
#harvestsomesun #SunHarvestSolar http://t.co/QQvTIIrNju"
39190,this week companyreference cro @hayesbarnard participate in the icebucketchallenge to raise awareness about al hyperlink,"This week, SolarCity CRO @HayesBarnard participated in the #IceBucketChallenge to raise awareness about ALS.  http://t.co/PDu3crY8Ua"
39194,check out this beautiful installation with solarworld usa panel that we just complete in cityname hyperlink,Check out this beautiful installation with SolarWorld USA panels that we just completed in San Diego!... http://t.co/3V0a31L970
39211,datereference feature solar installation cityname statename companyreference hyperlink,"August 25, 2014 Featured Solar Installation: San Diego, CA - Solar Alliance of America http://t.co/A4tS6OLF8X"
39222,usermention thanks for the follow let us know if you have any commercial statename utility scale solar question,@LandSolar Thanks for the follow! Let us know if you have any commercial or utility scale solar questions!
39225,rt @cleanenergynv @companyreference 's ceo lyndon rive to speak at national clean energy summit hyperlink register today@ hyperlink,RT @cleanenergyNV: .@solarcity's CEO Lyndon Rive to speak at National Clean Energy Summit: http://t.co/Ekkfka0V1k Register today@ http://t.
39232,statename @solarpowerworld companyreference expand statename operation to north shore hyperlink,MT @SolarPowerWorld: SolarCity Expands #Massachusetts Operations to North Shore http://t.co/iyvcJ0myng
39234,rt @louisgray i just peek at pg amp e and we 're project to use % less electricity than my average this month thanks @companyreference hyperlink,RT @louisgray: I just peeked at PG&amp;E and we're projected to use 99% less electricity than my average this month. Thanks @Sunrun! http://t.c
39236,curbappeal tip add smart technology to your home to make it more comfortable and convenient hyperlink,"#CurbAppeal Tip #4: 
Add ""smart"" technology to your home to make it more comfortable and convenient. http://t.co/DhunqtBXyl"
39238,@carterlavin @sun light power @a solarpower @companyreference @companyreference @luminalt happy to say that we 're all good,.@CarterLavin @Sun_Light_Power @A1SolarPower @sungevity @solarcity @Luminalt happy to say that we're all good =)
39243,rally datereference at city hall come on down to show support for the renewable energy resolution be put forward hyperlink,Rally tomorrow at City Hall! Come on down to show support for the renewable energy resolution being put forward... http://t.co/XllfyBgQyd
39245,@carterlavin @sun light power @a solarpower @companyreference @companyreference @luminalt no report issue glad it be at timereference too,.@CarterLavin @Sun_Light_Power @A1SolarPower @sungevity @solarcity @Luminalt no reported issues - glad it was at 3:20 am too
39250,check out sunharvest solar 's very own mike amp nick at one of our install harvestsomesun companyreference,Check out SunHarvest Solar's very own Mike &amp; Nick at one of our installs! #harvestsomesun #SunHarvestSolar
39256,break news finavera wind energy to acquire companyreference companyreference hyperlink,Breaking News: Finavera Wind Energy to Acquire Solar Alliance of America - Solar Alliance of America http://t.co/Y3MSFcdlbq
39264,% of new power capacity in the us come from renewableenergy in datereference hyperlink,100% of new #power capacity in the #US came from #renewableenergy in July 2014: http://t.co/2V0L5PPdIC
39275,usermention actually you mean @recgroupmedia the solar pv manufacturer @recsolar be the u s base commercial utility installer,"@rechargenews Actually, you meant @RECGroupMedia, the solar PV manufacturer. @RECSolar is the U.S. based commercial/utility installer."
39276,companyreference inc make inc fast grow company list for fourth straight year hyperlink,"Verengo Inc. Makes 2014 Inc. 500/5000 ""Fastest Growing Company"" List for Fourth Straight Year http://t.co/cYSBz3cwr2"
39277,rt @lordsshriva @companyreference panel r up bldg inspection pass utility interconnect pending can not wait to fuel my model with pure sunl,"RT @lordsshrivas: @solarcity panels r up, bldg inspection passed, utility interconnect pending. Can't wait to fuel my ModelS with pure sunl"
39286,rt @companyreference great week for solar ab which will streamline statename solar permitting have pass in the statename senate and be on its way to @je,"RT @Sunrun: Great week for #solar! #AB2188, which will streamline CA solar permitting, has passed in the CA Senate and is on its way to @Je"
39290,rt @mountainmag community solar garden for mountain town yes this be a thing thanks to @cleanenergyco hyperlink,"RT @mountainmag: Community #solar gardens for mountain towns? Yes, this is a thing, thanks to @cleanenergyco. http://t.co/LYdQldJpqI"
39291,didyouknow that a solar installation be complete in the u s every minute @nasdaq @companyreference hyperlink,#DidYouKnow that a #solar installation is completed in the U.S. every 4 minutes? @NASDAQ + @SolarCity http://t.co/J5cx2Cdp0H
39297,we 're spill out solar brilliance in second statename less companyreference be now on vine hyperlink,We're spilling out solar brilliance in 6 seconds or less! Sunrun is now on Vine: https://t.co/HB5Iu3Yxkc
39298,here ' one for national dog day statename @shannon mc tipper be excited about our @companyreference survey hyperlink,Here's one for National Dog Day :)  MT @Shannon_Mc2: Tipper is excited about our @solarcity survey! http://t.co/n8ErXHnWnR
39302,rt @massecon today 's finalistspotlight go to the nation 's solar power provider @companyreference who expand to a rd location in statename statename,RT @MassEcon: Today's #FinalistSpotlight goes to the nation's #1 solar power provider @solarcity  who expanded to a 3rd location in MA! #Ma
39316,the number just come out for top solar construction firm mean the solar company that still care enough hyperlink,"The numbers just came out for Top Solar Construction firms, meaning the solar companies that still care enough... http://t.co/W3YJ4GPmjC"
39328,datereference feature solar installation ramona statename companyreference hyperlink,"August 27, 2014 Featured Solar Installation: Ramona, CA - Solar Alliance of America http://t.co/FWuBF9Pd3H"
39344,rt @zshahan siemens amp companyreference partnering to promote home solar ev charge system hyperlink on @cleantechnica,RT @zshahan3: Siemens &amp; Sunrun Partnering To Promote Home Solar + EV Charging Systems http://t.co/G0m5zzfpc1 on @cleantechnica
39346,ceo lynn jurich on the future of companyreference and residential solar hyperlink via @greentechmedia,CEO Lynn Jurich on the Future of Sunrun and Residential #Solar http://t.co/K9EjVuBqDQ via @greentechmedia
39352,rt @creat congrats @verengosolar companyreference inc make inc fast grow company list for fourth straight year htt,"RT @Creating2030: Congrats @verengosolar: Verengo Inc. Makes 2014 Inc. 500/5000 ""Fastest Growing Company"" List for Fourth Straight Year htt"
39359,rt @accel solar power heat up as @companyreference amplify innovation leadership and commitment to bring solar to the mass hyperlink,"RT @Accel: Solar power heats up as @Sunrun amplifies innovation, leadership and commitment to bring solar to the masses  http://t.co/op4aH"
39362,rt @seia us solar electricity generation double in st half of compare to last year say @eiagov hyperlink,"RT @SEIA: US #solar electricity generation DOUBLED in 1st half of 2014, compared to last year, says @EIAgov http://t.co/g1rfso6Gtt"
39368,we want to take this moment to remind everyone with a companyreference solar system what to do in an earthquake statename storm gt hyperlink,We want to take this moment to remind everyone with a Sungevity #solar system what to do in an earthquake or storm &gt; http://t.co/WsatKZoB59
39396,rt @ryanmcpartlin i be officially solar power through @companyreference all i need now be a move sidewalk amp a car that fly hyperlink,RT @RyanMcPartlin: I'm officially solar powered through @solarcity! All I need now is a moving sidewalk &amp; a car that flies. http://t.co/s0C
39423,statename welcome communitysolar project hyperlink new mw solar array now available to @nationalgridus customer,#Massachusetts welcomes #communitysolar project: http://t.co/L1bs1Eu0q0. New 1MW #solar array now available to @nationalgridus customers.
39424,job hunting in the industry look for company focus on renewable energy hyperlink,Job Hunting in the industry?  Look for companies focused on renewable energy. http://t.co/pRq0gQgwi3
39449,rt @bcsecleanenergy a great line up for nces on in vega @companyreference @sempraenergy @enelgroup green power and @hillaryclinton htt,"RT @BCSECleanEnergy: A great line-up for #NCES7 on 9/4 in Vegas - @SolarCity @SempraEnergy @EnelGroup Green Power, and @HillaryClinton! htt"
39452,we 're very proud to be list as in @inc 's list of america 's fast grow private company gosolar hyperlink,We're very proud to be listed as #17 in @Inc's 2014 list of America's Fastest Growing Private Companies! #GoSolar http://t.co/vlIieO5RzE
39461,just have a comment from a new friend of planet solar that soon we will be power our car from the ' free power hyperlink,"Just had a comment from a new friend of Planet Solar, that soon we will be powering our cars from the 'Free Power... http://t.co/hnCtf1K8sU"
39462,datereference feature solar installation cityname statename companyreference hyperlink,"August 29, 2014 Featured Solar Installation: San Diego, CA - Solar Alliance of America http://t.co/kKhE647uPZ"
39463,these be the type of report we get every day good afternoon i will tell you that i have be completely hyperlink,"These are the types of reports we get every day:

""Good Afternoon 

I will tell you that I have been completely... http://t.co/xilxwOkU7C"
39477,companyreference reside in the top solarcontractors in the us and one of the fastest grow company in hyperlink,"Native resides in the 2014 Top 400 #solarcontractors in the US, and one of the 50 Fastest Growing companies in... http://t.co/pCBO7AYO5S"
39481,solar power start make more sense for business as price fall hyperlink @kansasdotcom,#Solar power starts making more sense for #businesses as prices fall ... http://t.co/pjoLFqZFUQ. @kansasdotcom
39487,rt @massecon today 's finalistspotlight go to @companyreference check out what they have to say about their expansion masseconawards hyperlink,RT @MassEcon: Today's #FinalistSpotlight goes to @solarcity Check out what they have to say about their expansion! #MassEconAwards http://t
39490,statename commission reject propose fee for solar home @sltrib solarpower hyperlink,"#Utah commission rejects proposed fee for solar homes @SLTrib 
#SolarPower http://t.co/Im9HZbTa8Y"
39493,our efficiency auction be now open submit your energy efficiency project amp compete for $ m in special fund hyperlink,Our Efficiency Auction is now open! Submit your energy efficiency projects &amp; compete for $2.1M in special funds. http://t.co/DYA3tsPhyy
39494,rt @solarpowerworld xcel cec open two new community solar facility in denver hyperlink @cleanenergyco @xcelenergy,"RT @SolarPowerWorld: Xcel, CEC Open Two New Community Solar Facilities In Denver http://t.co/BOWmDQ7Ka5 @cleanenergyco @xcelenergy"
39505,challenge accept and complete @pizzapizzaltd @alscanada check out @brennanmulcahy of @amersolardirect hyperlink,Challenge accepted and completed @PizzaPizzaLtd @ALSCanada Check out @BrennanMulcahy of @AmerSolarDirect http://t.co/nIMIqo6IPw
39509,stop by the louisville farmer 's market amp fall festival today to enjoy art fresh produce and learn about communitysolar from be to pm,"Stop by the #Louisville Farmer's Market &amp; Fall Festival today to enjoy art, fresh produce and learn about #CommunitySolar from 9 am to 1 pm."
