,tokens,text
50856,rt @solarimpulse the pacific crossing will be the long flight in both distance and duration ever make with a solar airplane hyperlink,RT @solarimpulse: The #Pacific Crossing will be the longest flight in both distance and duration ever made with a #solar airplane! http://t
50986,congratulation to project developer nicole lemas for be select as one of pacific business news forty under hyperlink,Congratulations to Project Developer Nicole Lemas for being selected as one of Pacific Business News Forty under 40! http://t.co/Mey1ZCIA9a
51016,this datereference twitterhandle will begin their flight across the pacific learn more hyperlink mondaymotivation,This Tuesday @SolarImpulse will begin their flight across the Pacific. Learn more: http://t.co/Zh1ULz3wm6 #MondayMotivation
51100,doubletree waikiki receive $ k incentive check for energy saving light hyperlink via @pacificbiznew,DoubleTree Waikiki receives $54k incentive check for energy-saving lights http://t.co/9MVo3yY0wy via @Pacificbiznews
51194,at pacific solar we pride ourselves on attention to design detail high quality installation and our hyperlink,"At Pacific Solar, we pride ourselves on attention to design detail, high-quality installations and our... http://t.co/bGsOjM9Ito"
51198,statename sustainability leader to meet datereference at pbn panel discussion hyperlink via @pacificbiznew,Hawaii sustainability leaders to meet Friday at PBN panel discussion http://t.co/UPovqvjqUc via @Pacificbiznews
51259,rt @pacificbiznew @pbneditor introduce the panelist for pbnsustainability hyperlink,RT @pacificbiznews: .@pbneditor introduces the panelists for #pbnsustainability http://t.co/RjVIK1aHJB
51260,rt @pacificbiznew rt @pbndigital pbnsustainability panel get underway at the plaza club hyperlink,RT @pacificbiznews: RT @pbndigital: #pbnsustainability panel getting underway at the Plaza Club http://t.co/5K1oPicure
51261,rt @pacificbiznew vittum of twitterhandle say big question what be the factor influence people in the community to do the right thin,RT @pacificbiznews: Vittum of @reusehawaii says big question: What are the factors influencing people in the community to do the right thin
51262,rt @pacificbiznew yost of twitterhandle say statename have be organize the wrong way we lose our connection with the land pbnsustainabili,RT @pacificbiznews: Yost of @RevoluSun says Hawaii has been organized the wrong way; we lost our connection with the land. #pbnsustainabili
51264,rt @pacificbiznew mikulina say twitterhandle survey find only % of resident think price of energy be most important factor pbnsus,RT @pacificbiznews: Mikulina says @BluePlanetFound survey found only 6% of residents think price of energy is most important factor #pbnsus
51265,rt @pacificbiznew vittum of twitterhandle say with tax credit deconstruction can be cheap than traditional demolition pbnsustainabili,RT @pacificbiznews: Vittum of @reusehawaii says with tax credits deconstruction can be cheaper than traditional demolition #pbnsustainabili
51266,rt @pacificbiznew rt @ulupono from @pacificbiznew ' pbnsustainability panel murray pay % less drive his ev than when he drive a f,RT @pacificbiznews: RT @Ulupono: From @pacificbiznews' #pbnsustainability panel: Murray pays 61% less driving his EV than when he drove a f
51267,rt @pacificbiznew rt @dshimogawa the top sustainable industry leader in statename be in this room pbnsustainability hyperlink,RT @pacificbiznews: RT @DShimogawa: The top sustainable industry leaders in Hawaii are in this room #PBNSustainability http://t.co/ysNAWwLJ
51268,rt @pacificbiznew overton of group as a firm we try to do project that be good for statename we say no to a lot of project pbnsus,"RT @pacificbiznews: Overton of Group 70: As a firm, we try to do projects that are good for Hawaii. We say no to a lot of projects. #pbnsus"
51269,rt @pacificbiznew yost holy grail of sustainability be find a way to disconnect from the sewer system pbnsustainability,RT @pacificbiznews: Yost: Holy Grail of sustainability is finding a way to disconnect from the sewer system. #pbnsustainability
51329,change mindset key for sustainability pbn panelist say slideshow hyperlink via @pacificbiznew,"Changing mindsets key for sustainability, PBN panelists say: Slideshow http://t.co/bVsNFYofZD via @Pacificbiznews"
51461,a plane power entirely by twitterhandle solar cell be fly across the pacific hyperlink,A plane powered entirely by @SunPower #solar cells is flying across the pacific.  http://t.co/SGJNNMKqOJ
52420,when you want to upgrade your home comfort call on the pro at sierra pacific home amp comfort hyperlink,"When you want to upgrade your home comfort, call on the pros at Sierra Pacific Home &amp; Comfort! http://t.co/6bhUF6OA8Q http://t.co/Li3dxOMWor"
52484,pbn panelist weigh in on what statename need to do to be self sustain hyperlink via @pacificbiznew,PBN panelists weigh in on what Hawaii needs to do to be self-sustaining http://t.co/EOA8ShL3Ot via @Pacificbiznews
52813,rt @solarimpulse all eye on twitterhandle as he be about to attempt the first ever solar flight across the pacific hyperlink,RT @solarimpulse: All eyes on @andreborschberg as he is about to attempt the first EVER #solar flight across the #Pacific! http://t.co/WIG2
53138,call sierra pacific now at and ask for your free no obligation solar estimate statename visit our website to request an,Call Sierra Pacific now at (800) 551-3040 and ask for your FREE no-obligation solar estimate or visit our website to request an......
53141,rt @solarimpulse meanwhile a solar airplane be fly through the night above the pacific ocean will he make it futureiclean hyperlink,"RT @solarimpulse: Meanwhile, a #solar airplane is flying through the night above the #Pacific Ocean. Will he make it? #futureiclean http://"
53217,hawaiian electric solarpanelsreference plan raise cost of new system installation hyperlink via @pacificbiznew,Hawaiian Electric rooftop solar plan raises cost of new system installations http://t.co/KigoRTjWSs via @Pacificbiznews
53315,rt @ this plane just fly across the pacific ocean without a drop of fuel solarpower hyperlink,RT @350: This plane just flew across the Pacific Ocean without a drop of fuel. #SolarPower http://t.co/eJq4FSKFRc http://t.co/ArFhhULm70
53420,rt @huffposttech solar power plane soar over the pacific without a single drop of fuel hyperlink,RT @HuffPostTech: Solar-powered plane soars over the Pacific without a single drop of fuel http://t.co/j13nY5ZlkW
53529,oahu 's solar energy industry continue to heat up hyperlink via @pacificbiznew,Oahu's solar energy industry continues to heat up http://t.co/zsuyRHTM8z via @Pacificbiznews
53670,rt @intersolar tonight join us for the intersolar welcome reception at timereference level pacific terrace see you there hyperlink,"RT @Intersolar: TONIGHT: Join us for the #Intersolar welcome reception at 7pm. Level 4, Pacific Terrace. See you there! http://t.co/MCuIiZp"
54042,senator propose to extend federal solarenergy taxcredit hyperlink via @pacificbiznew,Senators propose to extend federal #solarenergy #taxcredit. http://t.co/f5JNcfqQ6Y via @pacificbiznews
54337,when you need a good cityname contractor for ac repair you need to call sierra pacific hyperlink,When you need a good #Sacramento contractor for #AC #repair you need to call Sierra Pacific! (800) 551-3040 http://t.co/lCpKFNQtIW
54852,david gorman people on the move pacific business news hyperlink via @pacificbiznew,David Gorman | People on the Move - Pacific Business News http://t.co/ojhAeRO5Xw via @Pacificbiznews
55083,join rec at the asia pacific clean energy summit in hi amp see draw bradley 's solar talk hyperlink,Join REC at the 2015 Asia Pacific Clean Energy Summit in HI &amp; see Drew Bradley's #solar talk: http://t.co/uTICTHrNWU http://t.co/EslZdIIQ67
55122,ready for next week 's asia pacific clean energy summit in statename we will be there too hyperlink,Ready for next week's Asia Pacific Clean Energy Summit in Hawaii? We'll be there too: http://t.co/zG7M27U2lc http://t.co/piBId6Xdwf
55160,the asia pacific clean energy summit in hi be almost here see you at booth and at draw bradley 's solar talk hyperlink,The Asia Pacific Clean Energy Summit in HI is almost here! See you at Booth 808 and at Drew Bradley's #solar talk! http://t.co/hHPAJTG1rH
55209,today timereferenceam hst do not miss draw bradley talk solar at the asia pacific clean energy summit hyperlink,"Today, 10:45AM HST don't miss Drew Bradley talk solar at the Asia Pacific Clean Energy Summit http://t.co/4gsFVx3dUt http://t.co/2LAuKm6LkP"
55247,if you miss draw bradley 's solar talk at the asia pacific clean energy summit datereference see him at rec 's booth hyperlink,"If you missed Drew Bradley's solar talk at the Asia Pacific Clean Energy Summit yesterday, see him at REC's Booth 808 http://t.co/uXQllnU2NX"
55288,ian hagn people on the move pacific business news hyperlink via @pacificbiznew,Ian Hagn | People on the Move - Pacific Business News http://t.co/X9drHFbfK4 via @Pacificbiznews
55320,india pledge solar power to pacific island hyperlink by twitterhandle hyperlink,India Pledges Solar Power to Pacific Islands http://t.co/aDNKE00joq by @IndustryWeek http://t.co/AloY3wZSt9
55321,it ' the last day of the asia pacific clean energy summit stop by rec 's booth to talk solar for your hi business hyperlink,It's the last day of the Asia Pacific Clean Energy Summit! Stop by REC's Booth 808 to talk solar for your HI business http://t.co/V1iH9Pi7rx
57387,pacific solar team of design and installation expert utilize partnership with the most advanced technology hyperlink,Pacific Solars team of design and installation experts utilizes partnerships with the most advanced technologies... https://t.co/pw6AvNHbgS
57544,pacific solar know business we offer several option to match your need we know that the finance behind hyperlink,"Pacific Solar knows business.

WE OFFER SEVERAL OPTIONS TO MATCH YOUR NEEDS.

We know that the finances behind... https://t.co/XzFVtbCM3f"
57545,solarimpulse be build to take up the challenge of the st solar flight around the world in pacificsolar hyperlink,#SolarImpulse 2 was built to take up the challenge of the 1st #solar flight around the world in 2016. #PacificSolar https://t.co/FZQhQqnhPM
57607,visit our pacific solar booth and receive information on how to make solar in your home a reality hyperlink,Visit our Pacific Solar Booth and receive information on how to make solar in your home a reality!... https://t.co/Pkbsi5gRcy
57661,pacific solar know that you and your finance be different from your neighbor with this in mind we make sure hyperlink,"Pacific Solar knows that you and your finances are different from your neighbor. With this in mind, we make sure... https://t.co/mWqY5LtORq"
57716,boost the efficiency of solarpanelsreference interesting pacificsolar solarpanelsreference solarenergyequipment hyperlink,Boosting the efficiency of solar panels. Interesting! #PacificSolar #SolarPanels #SolarEnergyEquipment https://t.co/j8tLAyQqYX
57825,wish everyone a happy halloween have a great datereference pacificsolar cityname hyperlink,Wishing everyone a Happy #Halloween! Have a great weekend! #PacificSolar #Fresno https://t.co/q9c8T64Myn
58011,google light up project sunroof for test solarenergy saving pacificsolar cityname hyperlink,#Google Lights Up Project Sunroof For Testing #SolarEnergy Savings. #PacificSolar #Fresno... https://t.co/1R3zocUuKF
58039,help save rooftop solar pacificsolar solarenergy solarpanelsreference sign the petition hyperlink,"Help Save Rooftop #Solar! 
#PacificSolar #SolarEnergy #SolarPanels

Sign the #petition: https://t.co/clZSOTK89Y https://t.co/ncJnctEoAn"
58077,why solar panel efficiency matter more than you think pacificsolar cityname solarpanelsreference hyperlink,Why Solar Panel Efficiency Matters More Than You Think. #PacificSolar #Fresno #SolarPanels https://t.co/O7rDJRp5YI
58323,solar innovation that be revolutionize the world pacificsolar cityname solarintegration hyperlink,5 #Solar Innovations That Are Revolutionizing the World. #PacificSolar #Fresno  #SolarIntegration https://t.co/Mc4HVTs94T
58346,thank you island pacific academy for your recognition islandpacificacademy alternateenergyhawaii hyperlink,"Thank you Island Pacific Academy for your recognition!
#IslandPacificAcademy #AlternateEnergyHawaii... https://t.co/KDXzHaW2P8"
58552,companyreference 's rooftop panel be about to get way better pacificsolar cityname solarpanelsreference hyperlink,"#SolarCity's Rooftop Panels Are About To Get Way, Way Better. #PacificSolar #Fresno #SolarPanels https://t.co/yAkUsIW2HD"
58686,the next generation of solarpanelsreference datereference be inspire by ancient japanese papercraft pacificsolar solarpanelsreference hyperlink,The Next Generation Of Solar Panels May Be Inspired By Ancient Japanese Papercraft. #PacificSolar #SolarPanels... https://t.co/7HN0iiRwCQ
58761,happy thanksgiving from pacific solar thanksgiving pacificsolar cityname solarequipmentsupplier hyperlink,Happy Thanksgiving from Pacific Solar! #Thanksgiving #PacificSolar #Fresno #SolarEquipmentSupplier https://t.co/bHCmLH0ae2
58945,financial innovation and solarpower conquer energy poverty pacificsolar cityname solarintegration hyperlink,Financial Innovation and #SolarPower: Conquering #Energy Poverty. #PacificSolar #Fresno #SolarIntegration https://t.co/VZQBW11M7M
58975,a bright future yes with these solar power technology pacificsolar cityname solarequipmentsupplier hyperlink,"A Bright Future? Yes, With These #Solar Power Technologies. #PacificSolar #Fresno #SolarEquipmentSupplier https://t.co/cw6YlEOcEL"
59231,find out if your house be a good candidate for solar energy pacificsolar solarequipmentsupplier cityname hyperlink,Find out if your house is a good candidate for #solar #energy. #PacificSolar #SolarEquipmentSupplier #Fresno https://t.co/UYcAULyPhh
59358,google 's solar power project expand to a city near you pacificsolar solarpower cityname hyperlink,#Google's Solar Power Project Expands to a City Near You. #PacificSolar #SolarPower #Fresno https://t.co/Ge7Hx9hvpe
59477,float solarpanelsreference a viable solution pacificsolar cityname solarequipmentsupplier hyperlink,Floating Solar Panels: A Viable Solution? #PacificSolar #Fresno #SolarEquipmentSupplier https://t.co/EeqFRU8TNj
59668,beverly au people on the move pacific business news hyperlink via @pacificbiznew,Beverly Au | People on the Move - Pacific Business News https://t.co/uJvUgrzdoZ via @Pacificbiznews
59725,statename regulator reject steep fee for solar user victory for solar power pacificsolar cityname hyperlink,#California regulators reject steeper fees for #solar users. Victory for solar power! #PacificSolar #Fresno... https://t.co/rzjyq4HEVz
59886,odds on an solar investment tax credit itc extension seemingly rise by the minute pacificsolar gosolar hyperlink,Odds on an #Solar Investment Tax Credit (ITC) Extension Seemingly Rising by the Minute. #PacificSolar #GoSolar... https://t.co/cn6bORd2A0
60076,cpuc reject net metering rate increase pacificsolar solarenergy cityname hyperlink,CPUC Rejects Net Metering Rate Increases. #PacificSolar #SolarEnergy #Fresno https://t.co/e6X9eQzT7c
60117,how the national solar lobby pass the investment tax credit pacificsolar cityname solarenergy hyperlink,How the National Solar Lobby Passed the Investment Tax Credit. #PacificSolar #Fresno #SolarEnergy https://t.co/Xv0sJt4iZN
60303,check us out in the book of list from pacific business news we 're list as a top solarpanelsreference provider in hyperlink,Check us out in The Book of Lists from Pacific Business News! We're listed as a top photovoltaic provider in... https://t.co/7fdZtJVoZ2
60378,why be solar energy important pacificsolar solarenergyequipment solarenergy hyperlink,Why Is Solar Energy Important? #PacificSolar #SolarEnergyEquipment #SolarEnergy https://t.co/zljr7bisX4
60545,do you know when hybrid hit the road statename solarpanelsreference be invent pacificsolar cityname solarenergy hyperlink,Do you know when hybrids hit the road or #SolarPanels were invented? #PacificSolar #Fresno #SolarEnergy https://t.co/lLHHCJCe28
60630,scientist have invent a new glass coating for omnidirectional solarpanelsreference pacificsolar solarequipmentsupplier hyperlink,Scientists have invented a new glass coating for omnidirectional #SolarPanels. #PacificSolar #SolarEquipmentSupplier https://t.co/roTSuDS3FC
60936,here ' what you need to know about the warm planet how it ' affect us and what ' at stake pacificsolar hyperlink,"Here's what you need to know about the warming planet, how it's affecting us, and what's at stake. #PacificSolar... https://t.co/x485quS4RI"
61151,solarenergy fact interesting fact about solar energy pacificsolar cityname solarpower hyperlink,#SolarEnergy Facts. 10 Interesting Facts about Solar Energy. #PacificSolar #Fresno #SolarPower https://t.co/VLCmZldP4V
61200,way to adopt solar energy on the cheap pacificsolar cityname solarenergy hyperlink,7 ways to adopt #solar energy on the cheap. #PacificSolar #Fresno #SolarEnergy https://t.co/TilSwUuzWh
61366,interesting fact about solar energy pacificsolar cityname solarenergy hyperlink,10 Interesting Facts about #Solar #Energy. #PacificSolar #Fresno #SolarEnergy https://t.co/rYpKanS7al
61703,do you know when hybrid hit the road statename solarpanelsreference be invent pacificsolar cityname solarenergy hyperlink,Do you know when hybrids hit the road or #solarpanels were invented?  #PacificSolar #Fresno #SolarEnergy https://t.co/1eAUyaiE45
61937,top reason to go solar right now pacificsolar cityname solarenergy hyperlink,Top 5 Reasons to Go #Solar Right Now. #PacificSolar #Fresno #SolarEnergy https://t.co/r1fOhkjceE
62056,solarpower tip for homeowner consider solarpanel system pacificsolar cityname solarenergy hyperlink,#SOLARPOWER: #Tips for homeowners considering #solarpanel systems. #PacificSolar #Fresno #SolarEnergy https://t.co/VTFeT6FlgX
62320,solarpower energy information solar power energy fact pacificsolar solarpanelsreference solarenergy cityname hyperlink,"#SolarPower Energy Information, Solar Power Energy Facts. #PacificSolar #SolarPanels #SolarEnergy #Fresno https://t.co/m9T2K0Devk"
62401,solarenergy top natural ga in us capacity growth pacificsolar cityname hyperlink,#SolarEnergy Tops Natural Gas in 2015 US #Capacity Growth. #PacificSolar #Fresno https://t.co/qpy2k4B5zx
62536,these country be lead the world in solarenergy pacificsolar cityname hyperlink,These 10 #countries are leading the world in #solarenergy. #PacificSolar #Fresno https://t.co/3d5894xGqv
62758,help steer solarenergy into low income community pacificsolar cityname hyperlink,#Help Steer #SolarEnergy Into Low-Income #Communities #PacificSolar #Fresno https://t.co/yA1vKYScxF
62828,usermention thanks for the kind word we do not have a firm timeline for the pacific nw but we 're grow fast so stay tune,"@MikeBarbre Thanks for the kind words! We don't have a firm timeline for the Pacific NW but we're growing fast, so stay tuned."
62948,what you should know about add solarenergy to your home pacificsolar cityname hyperlink,What You Should Know about Adding #SolarEnergy to Your Home. #PacificSolar #Fresno https://t.co/8b8OVyfrZz
63027,solarenergy be poise for an unforgettable year pacificsolar cityname solarpower hyperlink,#SolarEnergy is poised for an unforgettable year. #PacificSolar #Fresno #SolarPower https://t.co/kXSODWOYAN
63160,this be why solarpanelsreference will boom early next year pacificsolar cityname hyperlink,This is Why #SolarPanels Will Boom Early Next Year #PacificSolar #Fresno https://t.co/eYiN247lVK
63256,why solarpower doesn t threaten electricutilities pacificsolar cityname hyperlink,Why #SolarPower Doesnt Threaten #ElectricUtilities #PacificSolar #Fresno https://t.co/G1Pli81teM
63354,sustainable coastline statename solution art gallery slideshow hyperlink via @pacificbiznew,Sustainable Coastlines Hawaii Solutions art gallery Slideshow https://t.co/GlfBFB60HL via @Pacificbiznews
63466,just place them in the sun and let them go to work solarpower pacificsolar cityname hyperlink,Just place them in the sun and let them go to work. #SolarPower  #PacificSolar #Fresno https://t.co/Kvl1QS9wGv
63744,how much be solarpanelsreference wrong question ask how much solarpanelsreference can save you pacificsolar cityname hyperlink,How Much Are #SolarPanels? Wrong Question. Ask How Much Solar Panels Can #Save You. #PacificSolar #Fresno https://t.co/Shj5iPrRvr
63909,solar impulse complete long delay flight across the pacific hyperlink solarnews thefutureisclean renewableenergy,#Solar Impulse completes long-delayed flight across the Pacific https://t.co/juuddMyYlW #solarnews #thefutureisclean #renewableenergy
64192,disney tap solarpower with mickey mouse solarpanelsreference project pacificsolar cityname hyperlink,#Disney Taps #SolarPower With Mickey Mouse PV Project. #PacificSolar #Fresno https://t.co/f5LoIuEgxD
64300,here come the next huge wave of solarpanelsreference pacificsolar cityname hyperlink,Here Comes The Next Huge Wave Of #SolarPanels. #PacificSolar #Fresno https://t.co/Np4O7WDb7i
64439,say cheese headshot teamasd vipforum gosolar solarjobs @ pacific palm resort hyperlink,"Say ""cheese!"" #headshots #teamASD #VIPforum #gosolar #solarjobs @ Pacific Palms Resort https://t.co/SXOdfpacd4"
