,tokens,text
33251,on earthday complete solar solution will plant a tree for every retweet of this tweet up to tree hyperlink,"On #EARTHDAY Complete Solar Solution will plant a tree for every retweet of this tweet, up to 1000 trees. http://t.co/hKOfs2R3TF"
33252,celebrate earth day with megawatt of solar power for ca th p'ship with @southerncompany and turner renewable hyperlink,Celebrating Earth Day with 20 megawatts of solar power for CA; 4th p'ship with @SouthernCompany and Turner Renewable. http://t.co/QjS2zZcIsg
33285,if your air conditioning system 's line have become clogged your energy cost could increase or cool system could completely fail,"If your air conditioning system's line has become clogged, your energy costs could increase or cooling system could completely fail......."
33287,construction begin on statename ' first community own solar array panel reservation now open hyperlink,Construction begins on #Massachusetts' first community-owned #solar arrays; panel reservations now open. http://t.co/OYmdKao4jr
33296,it ' happen come be part of the solar age call datetime for a fb discount hyperlink,It's happening. Come be part of the SOLAR Age. Call today for a FB discount 714-258-3900... http://t.co/f4tZhjlwJX
33314,this friday come celebrate earth arbor day in chandler with sunharvest solar amp electrical llc hyperlink,"This Friday, come celebrate Earth /Arbor day in Chandler with SunHarvest Solar &amp; Electrical, LLC   http://t.co/ntwNrBxHrI"
33327,rt @glennawiseman wow folk about to jump wlw solarchat team @rainarusso on it as well solar industry 's large twitter com,"RT @GlennaWiseman: WOW 34,000 folks about to jump #WLW14 #SolarChat team @RainaRusso on it as well - #solar industry's largest #Twitter Com"
33359,we think @apple s commitment to the environment be a great example for all hyperlink,We think @apples commitment to the #environment is a great example for all! http://t.co/IwVQOVMFuL
33361,solar harvest here we come rt @qacremodel love this time of year watch my electric meter run in reverse @sungevity renewableenergy,"#Solar harvest here we come! RT @QACremodel love this time of year, watching my electric meter run in reverse. @sungevity #renewableenergy"
33369,usermention you 're welcome we want to be sure this issue be resolve thank you,@ishen You're welcome! We want to be sure this issue is resolved. Thank you!
33372,rt @willcraven statename amp cuomo make a major statement governor cuomo announce historic commitment to solar power hyperlink,"RT @willcraven: New York &amp; Cuomo make a major statement: ""Governor Cuomo Announces Historic Commitment to #Solar Power"" http://t.co/AU8QOr9"
33389,rt @hiremojo it be time to go green statename check out our client @svssolution to see how you can make your home solar welcomewednesday,RT @HireMojo: It is time to go green Arizona! Check out our client @SVSSolutions to see how you can make your home solar! #WelcomeWednesday
33402,friend we will also be at earth day statename at fair park in dallas on datetime amp datetime from come say hello hyperlink,Friends! We will also be at Earth Day Texas at Fair Park in Dallas on Saturday &amp; Sunday from 10-6. Come say hello! http://t.co/HnUBR7GxNh
33417,we 're celebrate some of our great hit on the solarcity blog best of the best commercial solar hyperlink,We're celebrating some of our greatest hits on the SolarCity blog!  Best of the Best: Commercial #Solar: http://t.co/yg7pgHSFJQ
33422,a ring of fire solar eclipse be come up on tuesday unfortunately you will need to be in antarctica to see it hyperlink,"A ""Ring of Fire"" solar eclipse is coming up on Tuesday... unfortunately, you'll need to be in Antarctica to see it! http://t.co/hIo7l3YMxX"
33439,the us dept of @energy allot $ m in funding to increase access to affordable communitysolar across the nation hyperlink,"The US Dept. of @ENERGY allots $15M in funding to increase access to affordable, #CommunitySolar across the nation. http://t.co/2FMI7B6btx"
33441,in the past few year clean energy alternative have become practical and affordable in many place @nature hyperlink,"""In the past few years, clean energy alternatives have become practical and affordable in many places."" @nature http://t.co/bBWk7G1HjW"
33444,rt @nyenergyweek get ready for our steering committee meetup can not wait for pizza provide by @sunedison solar and delicious beer fro,RT @NYEnergyWeek: Getting ready for our Steering Committee Meetup! Can't wait for pizza provided by @SunEdison_Solar and delicious beer fro
33453,rt @bethanyatdirect today 's @directenergy business blog post come from our friend @solarcity solar energy hyperlink,RT @BethanyAtDirect: Today's @DirectEnergy Business blog post comes from our friends @solarcity. #solar #energy http://t.co/eKX4L8G9I9
33464,switch out a heavy comforter for a light blanket you can add or remove a layer to stay comfortable without adjust the thermostat,Switch out a heavy comforter for a lighter blanket. You can add or remove a layer to stay comfortable without adjusting the thermostat.
33471,rt @jenniferbadgley from apprenticeship to ownership of one of the fast grow solar company hyperlink @sullivansolar @,RT @JenniferBadgley: From apprenticeship to ownership of one of the fastest growing solar companies http://t.co/r1CCrdSdVk @SullivanSolar @
33474,rt @opcb one of our favorite loan be @grid they provide solar to low income community kat taylor beneficialbanking svnconf,"RT @OPCB: ""One of our favorite loans is @GRID. They provide #solar to low-income communities!"" -Kat Taylor,  #BeneficialBanking #SVNConf"
33476,comment from a customer in san diego ca i think they do a good job and be a good quality company i be impre hyperlink,"Comment from a customer in San Diego, CA ""I think they did a good job and are a good quality company. I was impre..."" http://t.co/O6BcN3NYKk"
33484,rt @globalgreen in q of % of new electricity capacity come from solar energy % from renewables hyperlink,"RT @globalgreen: In Q1 of 2014, 51% of new electricity capacity came from #solar energy, 92% from renewables: http://t.co/hy4DoYR2zw"
33493,wow solar installation up nearly % in us over past year hyperlink @solarreviewscom,Wow! Solar Installations up Nearly 420% in US Over Past 4 Years http://t.co/iV56kBAX4i @SolarReviewsCom
33498,@cleanenergyco will be at the @furryscurry in denver 's wash park on sit datetime come see the dog and learn about communitysolar,".@cleanenergyco will be at the @furryscurry in #Denver's Wash Park on Sat, May 3. Come see the dogs and learn about #CommunitySolar!"
33520,make statename the solar capital vote jim holway for corporation commission this datetime goodforaz hyperlink,"""Make Arizona the Solar Capital"". Vote Jim Holway for Corporation Commission this November
#goodforAZ
 http://t.co/bk6U6L0Crj"
33530,rt @molloysi deadline datetime student solar competition sponsor by @empowersolar more detail here hyperlink,"RT @MolloySI: Deadline May 14: Student Solar competition sponsored by @EmPowerSolar , more details here https://t.co/FYC0ALfOez"
33539,solar power have grow % in the span of year and have become a large contributor to the nation 's total electric capacity,Solar power has grown 400% in the span of 4 years and has become a large contributor to the nation's total electric capacity....
33553,rt @sunpower santa ana ca century hs will compete in uci energy challenge w solar power go cart w spwr cell hyperlink,"RT @SunPower: Santa Ana, CA Century HS will compete in UCI Energy Challenge 2014 w/ #solar-powered go cart w/ 172 SPWR cells. http://t.co/z"
33561,proud to be a part of today 's proclamation for water conservation week come up datetime mahalo to hyperlink,"Proud to be a part of today's proclamation for Water Conservation Week, coming up May 4-10. Mahalo to http://t.co/M2tkQSJL0R"
33568,great study find solar already competitive with grid power in several european market hyperlink @jcassano @fastcoexist,"Great! Study finds #solar ""already competitive"" with grid power in several European markets:  http://t.co/kW2IAuuPdv @jcassano @FastCoExist"
33570,congratulation statename we salute your commitment to clean energy hyperlink,Congratulations Arizona! We salute your commitment to clean #energy http://t.co/qXdeAsXrpH
33574,rt @seia no surprise so many top solarmeansbiz company hyperlink be also in best corp citizen hyperlink,RT @SEIA: No surprise so many top #solarmeansbiz companies (http://t.co/BSVaUO4CVO) are also in 100 best corp citizens ! http://t.co/wSAiEt
33583,if anyone have any commercial solar question whether it ' financing technology or anything else please let us know,"If anyone has any commercial solar questions, whether it's financing, technology or anything else, please let us know!"
33584,jim petersen feature in the san jose business journal comment about the increase demand for solar power by hyperlink,Jim Petersen featured in the San Jose Business Journal commenting about the increasing demand for solar power by... http://t.co/iDya1LVCfP
33612,our residential team host community meeting with solar water heating contractor x year great to hyperlink,Our Residential team hosts community meetings with solar water heating contractors 2x/year. Great to http://t.co/al3Wv9ufLJ
33614,here we go state order statenamean electric company to lower rate connect more solar hyperlink,"Here we go!

State orders Hawaiian Electric Companies to lower rates, connect more solar:... http://t.co/mrvVSfdaxX"
33616,major announcement come tomorrow and here ' a hint it involve a partial answer to a question we get all the time stay tune,"Major #announcement coming tomorrow, and here's a hint: it involves a partial answer to a question we get all the time. Stay tuned!"
33621,introduce our new zero solar electric program we install complete solar electric system on qualified home hyperlink,"Introducing our new ZERO Solar Electric Program! 
- We install complete Solar Electric Systems on qualified homes... http://t.co/plc48852FM"
33662,rt @carlsiegrist @sullivansolar complete solar project on @sdsu leed platinum student union hyperlink solar,RT @CarlSiegrist: .@SullivanSolar Completes Solar Project On @SDSU #LEED Platinum Student Union http://t.co/YVEJkCwPoj #solar
33663,rt @pvsolarreport more residential solar come to statename with @verengosolar expansion hyperlink,RT @PVSolarReport: More residential #solar coming to #Connecticut with @verengosolar expansion! http://t.co/sGf7PFFMVL
33667,statename be ramp up its community solar via solar connect program hyperlink,Colorado is ramping up its community solar via Solar*Connect program. http://t.co/5LlUBvfP2B
33670,rt @mablum thrilled to welcome @solarcity to lasvegas homeowner have be wait for you,RT @mablum: Thrilled to welcome @solarcity to #LasVegas. Homeowners have been waiting for you!
33676,usermention power complete solar project on @sdsu 's leed platinum student union hyperlink hyperlink,@SullivanSolar Power Completes #solar project on @SDSU's LEED Platinum student union http://t.co/IsrFRAEm3k http://t.co/oHOvRNCekY
33686,one of the common problem that can occur to your ac fan can be that it can shut off during the middle of an operation here be a few,One of the common problems that can occur to your AC fan can is that it can shut off during the middle of an operation. Here are a few...
33692,how do we stack up against our competitor check out @jiyannnwei 's response hyperlink via @huffpostgreen solar,How do we stack up against our competitors? Check out @jiyannnwei's response: http://t.co/HT9tZUMlxE via @HuffPostGreen #solar
33696,usermention solarcity ceo lyndon rive @bobzienstatename and comm sisolak at our nv launch event statenamelovessolar hyperlink,"@AaronDFordNV, SolarCity CEO Lyndon Rive, @BobzienNevada and Comm. Sisolak at our NV launch event. #nevadalovessolar http://t.co/d7j9uu1iVA"
33697,every now and then go away have a little relaxation for when you come back to your work your judgment will be sure leonardo da vinci,"""Every now and then go away, have a little relaxation, for when you come back to your work your judgment will be surer."" Leonardo Da Vinci"
33726,do not let these common solar myth prevent you from have the bright future you deserve gcisolar hyperlink,Don't let these common solar myths prevent you from having the bright future you deserve! #gcisolar http://t.co/KGWaIAq80D
33728,do not let these common solar myth prevent you from have the bright future you deserve gcisolar hyperlink,Don't let these common solar myths prevent you from having the bright future you deserve! #gcisolar http://t.co/YLsWlSRC0s
33733,what do solar and the statenamederby have in common check it out hyperlink h,"What does #Solar and the #KentuckyDerby have in Common? Check it out!
http://t.co/YAfp1p0rmU

-H"
33744,instead of throw out unwanted item you can help the community by donate to a local charity rt if you be donate this season,"Instead of throwing out unwanted items, you can help the community by donating to a local charity. RT if you are donating this season!"
33765,fidelity home energy be an amazing company find on the forbes list and highly reputable the team be thorough hyperlink,"""Fidelity Home Energy is an amazing company found on the Forbes list and highly reputable. The team is thorough,... http://t.co/9Axa0aQvcz"
33775,if you 're an @recsolar fan on twitter make your commercial solar news more visual with by follow rec on facebook hyperlink,"If you're an @RECSolar fan on Twitter, make your commercial solar news more visual with by following REC on Facebook: http://t.co/t2UUBjjN6t"
33807,usermention rec solar a commercial solar company be completely separate from the residential division sell to sunrun in datetime,"@Room7Seven REC Solar, a commercial solar company, is completely separate from the residential division, sold to SunRun in Feb 2014."
33809,twenty top university solar car team will compete in solarcar challenge abudhabi hyperlink,Twenty top university solar car teams will compete in #SolarCar challenge. #AbuDhabi2015. http://t.co/GcoJjh8Crk
33816,rt @pvsolarreport trend of partnership with non solar company continue w @solarcity team up w carrier hyperlink,RT @PVSolarReport: Trend of partnerships with non-#solar companies continues w/ @SolarCity teaming up w/ Carrier http://t.co/8YkBZZg5tG
33819,rt @joesinnona greenfest be come to long beach ny datetime th and empower solar be one of many sponsor come n see what green offer u,RT @joesinnona: Greenfest is coming to long beach ny May 24th and Empower Solar is one of many sponsors....come n see what Green offers u
33820,usermention agree just send you a direct message with a direct contact in the new company hope she can resolve your issue,"@Room7Seven Agreed, just sent you a direct message with a direct contact in the new company. Hope she can resolve your issue."
33825,head on over to our blog for news info on upcoming event or update hyperlink hyperlink,"Head on over to our blog for news, info on upcoming events or updates. http://t.co/Gqlhu2kNqe http://t.co/TnzAje8PND"
33831,@alpinebankcolo purchase $ in communitysolar panel to offset the electricity use by of its office hyperlink,".@AlpineBankColo purchased $766,000 in #CommunitySolar panels to offset the electricity used by 21 of its offices. http://t.co/JfhsKglLQo"
33862,rt @angaus learn how statename power amp light combine solar and natgas to produce clean energy thinkaboutit hyperlink,RT @ANGAus: Learn how Florida Power &amp; Light combines #solar and #natgas to produce clean energy 24/7. #ThinkAboutIt. http://t.co/uWrmXfqYRT
33890,go to distribute solar east learn about the advantage of commercial pace finance session hyperlink,"Going to Distributed Solar East? Learn about the advantages of Commercial PACE financing, 5/22, 11:45 session. http://t.co/SJ0l0yhW5C"
33916,shout out to our partner @women earth for recognize the key role woman play in create healthy community hyperlink solar,Shout out to our partner @women4earth for recognizing the key role women play in creating healthy communities. http://t.co/M7dh38Ip9i #solar
33926,rt @energysage the solarchat begin in min pm est and be open to all registration recommend hyperlink,RT @EnergySage: The #SolarChat begins in 30min (2pm EST) and is open to all! Registration recommended - http://t.co/14kppetIBE
33929,sandra write her thesis on the li solar industry help her be one of the many way we give back to the community hyperlink,Sandra wrote her thesis on the LI #Solar Industry. Helping her is one of the many ways we give back to the community. http://t.co/mqXMDIxWhF
33948,be you on twitter join us now along with the solar company solar customer solar marketing professional hyperlink,"Are you on Twitter? Join us now, along with the solar companies, solar customers, solar marketing professionals... http://t.co/ksBnxa9nrv"
33951,rt @rainarusso we applaud our u s government and president obama for his commitment in fight climate change amp support of solar energy,RT @RainaRusso: We applaud our U.S. government and President Obama for his commitment in fighting climate change &amp; support of solar energy 
33960,by go solar you can help the world combat climate change and the many serious effect associate with it hyperlink,By going #solar you can help the world combat climate change and the many serious effects associated with it. http://t.co/zroUpcRWpG
33963,rt @solarfranka a kill reduce subsidy for conventional source of energy tax carbon all would help make alternative more cost compe,RT @SolarFrankA: A2: Kill/reduce subsidies for conventional sources of energy. Tax carbon. All would help make alternatives more cost-compe
33979,rt @rainarusso exciting rt @solarspie a battery battery battery statename will see major growth in come year in batte,"RT @RainaRusso: Exciting! RT @SolarSpies: A5 Batteries, batteries, batteries. California will see major growth in coming 2-3 years in batte"
33981,rt @rainarusso a residential solar must incorporate target communication to woman solarchat,RT @RainaRusso: A6 Residential solar must incorporate targeted communications to women #SolarChat
34002,rt @rainarusso what a week for solar and president obama 's strong commitment in fight climatechange solarchat,RT @RainaRusso: What a week for #solar and President Obama's strong commitment in fighting #climatechange #SolarChat :)
34006,@pvamerica rec 's ben peter will be at pv america discuss the value of energy storage when combine with solar hottopic,.@PVAmerica REC's Ben Peters will be at PV America discussing the value of energy storage when combined with solar. #hottopic
34010,fidelity home energy be an amazing company find on the forbes list and highly reputable the team be thorough hyperlink,"""Fidelity Home Energy is an amazing company found on the Forbes list and highly reputable. The team is thorough,... http://t.co/ftsOOiWlFS"
34013,today we re generate enough clean reliable electricity to power nearly million home when it come to hyperlink,"""Today, were generating enough clean, reliable electricity to power nearly 2.5 million homes.  When it comes to... http://t.co/ZjW8BjCnG3"
34014,clean solar be proud to announce that we have be certify as a bcorp check out our company profile here hyperlink,Clean Solar is proud to announce that we have been certified as a #BCorp! Check out our company profile here:... http://t.co/a7dIewQ6xD
34026,rt @chriscardinal our @solarcity installation be complete this week the panel look pretty slick hyperlink,RT @chriscardinal: Our @solarcity installation was completed this week. The panels look pretty slick! http://t.co/HdKQXfrUu9
34048,this news clip highlight an aurora colo resident who discuss why she choose communitysolar over a rooftop array hyperlink,"This news clip highlights an Aurora, Colo. resident who discusses why she chose #CommunitySolar over a rooftop array. http://t.co/8Lv8X7kjde"
34069,congratulation to the williams family in hayward statename on their awesome solar installation welcome to hyperlink,"Congratulations to the Williams family in Hayward, California on their awesome #solar installation! Welcome to... http://t.co/JhJN3nn5Bn"
34079,the solar powered suburban home be now the new competitor to the traditional utility @greentechmedia hyperlink,"""The #solar-powered suburban home is now the new competitor to the traditional utility."" - @greentechmedia, http://t.co/KndRYo9fia"
34102,new study find solar could create thousand of job for low income community in los angeles hyperlink @globestcom solar,New study finds solar could create thousands of jobs for low-income communities in Los Angeles. http://t.co/B2DPoHUETV @GlobeStcom #solar
34106,@rainarusso please correct tweet @sunrun acquire the residential division of @recsolar only not entire company,".@RainaRusso Please correct Tweet: @SunRun acquired the residential division of @RECSolar only, not entire company."
34112,rt @creat when it come to energy we have a chance to share that sector we be much more blessed when it come to innovation,"RT @Creating2030: When it comes to #energy, we have a chance to share that sector. We are much more blessed when it comes to innovation... "
34117,usermention be commit to energy efficiency mw of solar on property in the next couple year actonclimate hyperlink,@EAHHousing is committed to energy efficiency - 10MW of solar on 20 properties in the next couple years #ActOnClimate http://t.co/kQ1CDGMUXV
34119,rt @drjavisworld fact today 's new solar commitment would deploy enough solar energy to power nearly home actonclimate,"RT @drjavisworld  FACT: Today's new solar commitments would deploy enough solar energy to power nearly 130,000 homes. #ActOnClimate"
34124,rt @votesolar spot @grid 's erica mackie at today 's @whitehouse press conference on solar efficiency commitment hyperlink,RT @votesolar: spotted @GRID's Erica Mackie at today's @whitehouse press conference on solar / efficiency commitments http://t.co/PI6bfRzYV
34126,solarenergy have come leap and bound since the birth of the solar cell here a cool look back to its earlier day hyperlink,#SolarEnergy has come leaps and bounds since the birth of the solar cell. Heres a cool look back to its earlier days http://t.co/vzd6jf7gTC
34128,lennox ultimate comfort system be the only system that use precise comfort technology to keep room temp just right hyperlink,Lennox Ultimate Comfort System is the only system that uses Precise Comfort technology to keep room temps just right. http://t.co/4snbPAez8w
34132,at distribute solar east in dc rec solar ben collinwood will be present on commercial pace solar financing hyperlink,"At Distributed Solar East in DC, REC Solars Ben Collinwood will be presenting on Commercial PACE solar financing: http://t.co/7cXIpYZ5na"
34147,go @grid rt @seia so cool that seia member @grid be take part in the solar commitment announce today hyperlink,"Go, @GRID! RT @seia: So cool that SEIA member @GRID is taking part in the #solar commitments announced today! http://t.co/6AQX8mOnCF"
34148,press release @grid alternative meet @barackobama s challenge with major low income solar commitment hyperlink,Press release: @GRID Alternatives Meets @BarackObamas Challenge With Major Low-Income Solar Commitment http://t.co/pgPmYMmoLM
34183,happy mother 's day to all the solar mama out there why become a solar mama lisa tell her story hyperlink,Happy Mother's Day to all the #solar mamas out there! Why become a solar mama? Lisa tells her story: http://t.co/bJjhqiP7Jk
34192,a traditional tank style water heater can use more energy than your fridge dishwasher wash machine and dryer combine a tank less,"A traditional tank style water heater can use more energy than your fridge, dishwasher, washing machine and dryer combined! A tank less..."
34206,usermention most complaint come from delay cause by shortage in inspector amp time it take heco to interconnect we be work on it,@AndreaChaira most complaints come from delays caused by shortage in inspectors &amp; time it takes HECO to interconnect. We are working on it!
34208,go to distribute solar east learn about the advantage of commercial pace finance session hyperlink,"Going to Distributed Solar East? Learn about the advantages of Commercial PACE financing, 5/22, 11:45 session. http://t.co/iSCCSkblrW"
34220,our team officially welcome to @frederickcomd by county commissioner sustainable committee amp city permitters hyperlink,"Our team officially welcomed to @FrederickCoMD by County Commissioners, Sustainable Committee &amp; City Permitters! http://t.co/j7n2CYS23T"
34224,hey molokai we 're come join us and learn easy way to lower your electric bill call to rsvp hyperlink,"Hey Molokai, we're coming! Join us 5/28 and learn easy ways to lower your electric bill. Call (808) 553-8100 to RSVP. http://t.co/XbbpfTfFma"
34229,rt @solarcurator rt @carlsiegrist solar have completely arrive as a competitive energy resource hyperlink via @votesolar,"RT @solarcurator: RT @CarlSiegrist: ""Solar has completely arrived as a competitive energy resource"" http://t.co/dYFgxrbPeD via @votesolar..."
34233,rt @besustainablep come @cycledelic th @ hyperlink for fun glowbike ride pm byo tapwater bikemonth c @theglowrider h,RT @BeSustainablePS: Come 2 @Cycledelic1 TH @ http://t.co/lZg6wCXPHt for fun Glowbike ride! 6PM BYO #tapwater #BikeMonth C @theglowriders h
34243,join @cleanenergyco at denver 's @southpearlst farmer 's market datetime from datetime to pm browse local vendor and learn about communitysolar,Join @cleanenergyco at Denver's @SouthPearlSt Farmer's Market May 18 from 9 am to 1 pm. Browse local vendors and learn about #CommunitySolar
34256,comment from a customer in vista ca i datetime satisfied it be perfect and i would recommend it they be fantastic hyperlink,"Comment from a customer in Vista, CA ""I am satisfied. It was perfect and I would recommend it. They are fantastic."" http://t.co/O6BcN3NYKk"
34257,recent star review from jeff b in lakeside ca it be wise to get multiple quote from reputable company f hyperlink,"Recent 5-star review from Jeff B. in Lakeside, CA: ""It is wise to get multiple quotes from reputable companies f..."" http://t.co/wwdgIpZ0QW"
34286,residential and commercial solar installation free solar quote hyperlink hyperlink,"Residential and Commercial
Solar Installations
FREE SOLAR QUOTE:
http://t.co/WRYt1i8KfO http://t.co/ujBcZ1v6HW"
34294,nrggivesback with us today @nrgenergy employee install solar for low income family in city hyperlink,#NRGGivesBack with us today! @nrgenergy employees install solar for 4 low-income families in 3 cities https://t.co/IKLeoquGIg
34308,rt @techmantalk google fund $ m competition for improved power inverter hyperlink by @techmantalk via @eweeknew,RT @techmantalking: Google Funds $1M Competition for Improved Power Inverters http://t.co/TNajtptRVi By @TechManTalking via @eWEEKNews...
34326,rt @climategroup world 's large solar pv plant come online in us coincide w obama 's pledge to boost solar hyperlink http,"RT @ClimateGroup: World's largest solar PV plant comes online in US, coincides w/ Obama's pledge to boost solar http://t.co/sIoCR8ZgUI http"
34348,welcome mayor arthur vigeant to marlborough ma office today hyperlink @marlenterprise @marlbpatch @metrowestdaily,"Welcoming Mayor Arthur Vigeant to Marlborough, MA offices today! http://t.co/3Xm6QD6bWW  @MarlEnterprise @MarlBPatch @metrowestdaily"
34358,marlborough mayor arthur vigeant great tour our office thx @kendall hatchmw @telegramdotcom @marlborochamber hyperlink,Marlborough Mayor Arthur Vigeant Great touring our offices. Thx! @Kendall_HatchMW @telegramdotcom @MarlboroChamber http://t.co/ZgqSQtTYI2
34372,fortcollins will offer communitysolar ownership to resident of the municipal utility fort collins utility hyperlink,#FortCollins will offer #CommunitySolar ownership to residents of the municipal utility (Fort Collins Utilities). http://t.co/HBo5ANcZbH
34431,the department of energy 's sunshot initiative s goal be to make solar energy fully competitive with non renewable energy by the end of,"The Department of Energy's ""SunShot Initiative""s goal is to make solar energy fully competitive with non-renewable energy by the end of..."
34443,usermention we be a fun solar ppa amp lease company that help save homeowner money hyperlink would you like an interview,@missusP We are a fun #solar PPA &amp; leasing company that helps save homeowners money! http://t.co/7OYNUKgH4D Would you like an interview?
34466,alright now that question have be answer let 's start solarbingo here come the first bingo word,"Alright - now that questions have been answered, let's start #SolarBingo.  Here comes the first bingo word...."
34475,solarcity be the number residential solar power company in the country solarbingo,SolarCity is the number 1 #residential solar power company in the country. #SolarBingo
34507,our thought and prayer go to all individual and community involve in the fire sandiegofire sanmarcosfire prayforsandiego staysafe,Our thoughts and prayers go to all individuals and communities involved in the fires #SanDiegoFire #SanMarcosFire #PrayForSanDiego #staysafe
34514,usermention @sungevity clarification sunrun do not acquire rec solar just rec 's residential div rec be now focused on commercial solar,"@isolarizeorg @sungevity Clarification: SunRun didn't acquire REC Solar, just REC's residential div. REC is now focused on commercial solar."
34517,a new bill approve by the senate energy utility and communication committee could help build a clean energy future in statename,"A new bill approved by the Senate Energy, Utilities and Communication Committee could help build a clean energy future in California...."
34526,simple can sometimes be better when it come to summer vacation see how you can save money amp make great memory hyperlink,Simple can sometimes be better when it comes to summer vacations. See how you can save money &amp; make great memories. http://t.co/oANuMWAjRc
34529,go to distribute solar east learn about the advantage of commercial pace finance session hyperlink,"Going to Distributed Solar East? Learn about the advantages of Commercial PACE financing, 5/22, 11:45 session. http://t.co/tR4yrZhEib"
34556,out w @prologis in denver datetime instal solar for low income family as part pldimpact day hyperlink,Out w/@Prologis in Denver today installing solar for 2 low income families as part #pldimpact day! http://t.co/rrUWQepqzD
34566,sunline energy cost vs experience when research san diego solar company hyperlink,"Sunline Energy -
 Cost vs. Experience When Researching San Diego Solar Companies http://t.co/GxMnhn9fJR"
34567,energy news in statename ' statename entrepreneur gene wang have plan to expand energy management company to statename ' hyperlink,Energy news in Hawaii: 'California entrepreneur Gene Wang has plans to expand energy management company to Hawaii' http://t.co/kaeXYhD2x0
34573,rt @pvsolarreport white house make strong commitment to solar include on its own roof hyperlink,"RT @PVSolarReport: White House makes strong commitments to #solar, including on its own roof http://t.co/iMwsAKY4q4"
34585,why now be the time for the commercial building industry to jump on board with solar via cleantechnica hyperlink,Why Now Is The Time For The Commercial Building Industry To Jump On Board With Solar via CleanTechnica http://t.co/UyNLwce035
34594,after decade of exodus company return production to the u s hyperlink generac return,"After decades of exodus, companies returning production to the U.S. http://t.co/rMItubMEgd Generac returning."
34629,join @cleanenergyco at the bouldercreekfestival this memorialday weekend may for music food carnival ride and communitysolar,"Join @cleanenergyco at the #BoulderCreekFestival this #MemorialDay weekend (May 24-26) for music, food, carnival rides and #CommunitySolar!"
34631,we find compelling evidence that solar system in statename have boost home sale price @berkeleylab hyperlink,"""We find compelling evidence that solar systems in California have boosted home sales prices.""  @BerkeleyLab http://t.co/8EcoLuscd4"
34632,cool map compare efficiency of local grid to that of solar throughout the country hyperlink,Cool map comparing efficiency of local grids to that of #solar throughout the country  http://t.co/SLBRhDaS0f
34633,rt @bruneski @solarcity be come close to double every year now at k employee fortunegreen,RT @bruneski: @solarcity is coming close to doubling every year. Now at 6k employees. #FortuneGreen
34656,what do bruce willis amp bill nye the science guy have in common john oliver have the answer caution adult language hyperlink,What do Bruce Willis &amp; Bill Nye the Science Guy have in common? John Oliver has the answer. [Caution: adult language] http://t.co/LzoKG794q1
34665,at distribute solar east learn about the advantage of commercial pace financing from rec session hyperlink,"At Distributed Solar East? Learn about the advantages of Commercial PACE financing from REC, 5/22 11:45 session. http://t.co/UYpSN0aeJT"
34668,many thanks to @alcoafoundation volunteer for instal solar in compton w us datetime for vet gregory willis hyperlink,Many thanks to @AlcoaFoundation volunteers for installing solar in Compton w/us today for Vet Gregory Willis! http://t.co/r1R0m9qEsH
34690,the empower solar student competition end last week at family solar night watch the win video here hyperlink,The EmPower Solar Student Competition ended last week at Family Solar Night. Watch the winning video here http://t.co/Q83Th74E6z
34714,usermention hi alex we 're sorry for any lack of communication on our part we have just email your rep ask him to reach out to you,"@alexhung Hi Alex, we're sorry for any lack of communication on our part. We've just emailed your rep asking him to reach out to you."
34725,rt @trinasolarus interesting @sandialabs use computer modeling to determine why consumer go solar hyperlink,RT @TrinaSolarUS: Interesting: @SandiaLabs uses computer modeling to determine why consumers go #solar http://t.co/YiV17fUgMk
34741,residential solar be complicated and each person s situation be different there be no cookie cutter solution hyperlink,"""Residential solar is complicated, and each persons situation is different.""  There is no cookie cutter solution. http://t.co/pRPG7Or17D"
34750,rt @kendra hubbard how do local solar stack up against the grid countrywide map comparison of solar pv @stphn lacey hyperlink,RT @kendra_hubbard: How Does Local Solar Stack Up Against The Grid? Countrywide Map Comparison Of Solar PV  @Stphn_Lacey http://t.co/QZ5kcL
34765,usermention plz dm us your email address we will put you in touch with a commercial energy advisor on our team thx,"@benjaminpollock Plz DM us your email address, we'll put you in touch with a commercial energy advisor on our team. Thx!"
34778,also datetime at distribute solar east learn about the advantage of commercial pace financing at the session hyperlink,"Also: Today at Distributed Solar East, learn about the advantages of Commercial PACE financing at the 11:45 session. http://t.co/4AaQcdikAc"
34779,rt @nick korth great wi @seia event last datetime at @alehouse thanks for come solar @sunvestsolar @milwaukeeshine @carlsiegrist hyperlink,RT @nick_korth: Great WI @SEIA event last night at @alehouse. Thanks for coming! #solar @SunVestSolar @MilwaukeeShines @CarlSiegrist http:/
34780,president obama will announce plan design to boost and promote energy efficiency include the complete installation of solar,"President Obama will announce plans designed to boost and promote energy efficiency, including the completed installation of solar..."
34790,rt @csrwire welcome bcorp 's first silicon valley base solar installer @clean solar hyperlink csr,RT @CSRwire: Welcome #BCorp's first Silicon Valley-based #solar installer @Clean_Solar http://t.co/6CXxh2bJ2M #CSR
34791,rt @gchesman welcome bcorp 's first silicon valley base solar installer @clean solar hyperlink csr,RT @gchesman: Welcome #BCorp's first Silicon Valley-based #solar installer @Clean_Solar http://t.co/v8njAVw6zF #CSR
